dsgdb9nsd_000054	CC(C)(C)C
dsgdb9nsd_018290	OC1C2OCC=CC12
dsgdb9nsd_018291	CC1C2CCCCC12
dsgdb9nsd_018292	CC1C2CCCOC12
dsgdb9nsd_018293	CC1C2CCOCC12
dsgdb9nsd_018294	CC1C2COCCN12
dsgdb9nsd_018295	CC1C2COCOC12
dsgdb9nsd_018296	CC1C2OCCOC12
dsgdb9nsd_018297	CN1C2CCOCC12
dsgdb9nsd_018298	OC1C2CCCCC12
dsgdb9nsd_018299	OC1C2CCCOC12
dsgdb9nsd_018300	OC1C2CCOCC12
dsgdb9nsd_018301	OC1C2COCOC12
dsgdb9nsd_018302	OC1C2NCCOC12
dsgdb9nsd_018303	OC1C2OCCOC12
dsgdb9nsd_018304	O=C1C=CC2CCC12
dsgdb9nsd_018305	O=C1C=CC2CCN12
dsgdb9nsd_018308	O=C1C=C[NH+]2CC[C-]12
dsgdb9nsd_018309	N=C1CN=C2CCN12
dsgdb9nsd_018310	O=C1CC=C2CCC12
dsgdb9nsd_018311	O=C1CC=C2CCN12
dsgdb9nsd_018312	O=C1CC=C2CNC12
dsgdb9nsd_018317	O=C1NC=C2CCC12
dsgdb9nsd_018320	N=C1OCC2CCC12
dsgdb9nsd_018321	N=C1OCC2COC12
dsgdb9nsd_018322	N=C1OCC2OCC12
dsgdb9nsd_018323	O=C1CCC2CCC12
dsgdb9nsd_018324	O=C1CCC2CCN12
dsgdb9nsd_018325	O=C1CCC2COC12
dsgdb9nsd_018326	O=C1CCC2OCC12
dsgdb9nsd_018327	O=C1CCN2CCC12
dsgdb9nsd_018328	O=C1CNC2CNC12
dsgdb9nsd_018329	O=C1CNC2COC12
dsgdb9nsd_018330	O=C1COC2CCC12
dsgdb9nsd_018331	O=C1COC2CNC12
dsgdb9nsd_018333	O=C1NCC2CCC12
dsgdb9nsd_018334	O=C1NCC2CCN12
dsgdb9nsd_018335	O=C1NCC2COC12
dsgdb9nsd_018336	O=C1NCC2OCC12
dsgdb9nsd_018337	O=C1OCC2CCC12
dsgdb9nsd_018338	O=C1OCC2CCN12
dsgdb9nsd_018339	O=C1OCC2CNC12
dsgdb9nsd_018342	CC1=C2CCC2CC1
dsgdb9nsd_018343	CC1=C2CCC2OC1
dsgdb9nsd_018344	CC1=C2COC2CC1
dsgdb9nsd_018345	CC1=CCC2CCC12
dsgdb9nsd_018346	CC1=CCC2COC12
dsgdb9nsd_018347	CC1=CCC2OCC12
dsgdb9nsd_018348	CC1C=CC2CCC12
dsgdb9nsd_018349	CC1C=CC2COC12
dsgdb9nsd_018350	CC1C=CC2OCC12
dsgdb9nsd_018351	OC1C=CC2CCC12
dsgdb9nsd_018352	OC1C=CC2COC12
dsgdb9nsd_018353	OC1C=CC2OCC12
dsgdb9nsd_018354	CC1CC=C2CCC12
dsgdb9nsd_018355	CC1CC=C2COC12
dsgdb9nsd_018356	CC1CN=C2OCC12
dsgdb9nsd_018357	OC1CC=C2CCC12
dsgdb9nsd_018358	OC1CC=C2COC12
dsgdb9nsd_018359	OC1CN=C2NCC12
dsgdb9nsd_018360	OC1CN=C2OCC12
dsgdb9nsd_018361	CC1CCC2CCC12
dsgdb9nsd_018362	CC1CCC2COC12
dsgdb9nsd_018363	CC1CCC2OCC12
dsgdb9nsd_018364	CC1COC2CCC12
dsgdb9nsd_018365	CC1COC2COC12
dsgdb9nsd_018366	CC1OCC2CCC12
dsgdb9nsd_018367	CC1OCC2COC12
dsgdb9nsd_018368	CC1OCC2OCC12
dsgdb9nsd_018369	OC1CCC2CCC12
dsgdb9nsd_018370	OC1CCC2COC12
dsgdb9nsd_018371	OC1CCC2OCC12
dsgdb9nsd_018372	OC1COC2CCC12
dsgdb9nsd_018373	OC1COC2COC12
dsgdb9nsd_018374	C1C2C=CCC=CC12
dsgdb9nsd_018375	C1C2N=CNC=NC12
dsgdb9nsd_018376	C1C=CC2NC2C=C1
dsgdb9nsd_018377	C1C=CC2OC2C=C1
dsgdb9nsd_018378	C1C2CC=CC=CC12
dsgdb9nsd_018379	C1C=CC=CC2NC12
dsgdb9nsd_018380	C1C=CC=CC2OC12
dsgdb9nsd_018381	C1C2CC=CCOC12
dsgdb9nsd_018382	C1C2CCC=CCC12
dsgdb9nsd_018383	C1C2CCN=COC12
dsgdb9nsd_018384	C1C2COC=NCC12
dsgdb9nsd_018385	C1CC2OC2CC=C1
dsgdb9nsd_018386	C1OC=NCC2NC12
dsgdb9nsd_018387	C1OC=NCC2OC12
dsgdb9nsd_018388	C1C2CCCC=CC12
dsgdb9nsd_018389	C1C2CCOC=NC12
dsgdb9nsd_018390	C1C2COCC=CC12
dsgdb9nsd_018391	C1C2OCCC=CC12
dsgdb9nsd_018392	C1C2OCOC=NC12
dsgdb9nsd_018393	C1CC=CC2NC2C1
dsgdb9nsd_018394	C1CC=CC2OC2C1
dsgdb9nsd_018395	C1OCC2NC2C=C1
dsgdb9nsd_018396	C1OCC2OC2C=C1
dsgdb9nsd_018397	C1C2CCCCCC12
dsgdb9nsd_018398	C1C2CCCCOC12
dsgdb9nsd_018399	C1C2CCCOCC12
dsgdb9nsd_018400	C1C2CCOCCC12
dsgdb9nsd_018401	C1C2CCOCCN12
dsgdb9nsd_018402	C1C2CCOCOC12
dsgdb9nsd_018403	C1C2COCCCN12
dsgdb9nsd_018404	C1C2COCCOC12
dsgdb9nsd_018405	C1C2COCOCC12
dsgdb9nsd_018406	C1C2OCCCOC12
dsgdb9nsd_018407	C1CC2OC2CCO1
dsgdb9nsd_018408	C1CCC2OC2CC1
dsgdb9nsd_018409	C1COCC2NC2C1
dsgdb9nsd_018410	C1COCC2OC2C1
dsgdb9nsd_018411	C1OCC2NC2CO1
dsgdb9nsd_018412	C1OCC2OC2CO1
dsgdb9nsd_018432	CC1CC2C(C#C)C12
dsgdb9nsd_018433	CC1CC2C(C#C)N12
dsgdb9nsd_018434	CC1CC2C(C#N)C12
dsgdb9nsd_018435	CC1CC2C(C#N)N12
dsgdb9nsd_018436	CC1CN2C(C#C)C12
dsgdb9nsd_018437	CC1CN2C(C#N)C12
dsgdb9nsd_018438	CC1OC2C(C#C)C12
dsgdb9nsd_018439	CC1OC2C(C#N)C12
dsgdb9nsd_018440	CN1CC2C(C#N)C12
dsgdb9nsd_018441	OC1CC2C(C#C)C12
dsgdb9nsd_018442	OC1CC2C(C#N)C12
dsgdb9nsd_018443	OC1CN2C(C#C)C12
dsgdb9nsd_018445	CC1CC2C(C=O)C12
dsgdb9nsd_018446	CC1CC2C(C=O)N12
dsgdb9nsd_018447	CC1CC2C1N2C=O
dsgdb9nsd_018448	CC1CN2C(C=O)C12
dsgdb9nsd_018449	CC1OC2C(C=O)C12
dsgdb9nsd_018450	OC1CC2C(C=O)C12
dsgdb9nsd_018451	OC1CC2C1N2C=O
dsgdb9nsd_018452	OC1CN2C(C=O)C12
dsgdb9nsd_018453	CCC1C2CC(=O)C12
dsgdb9nsd_018454	CCC1C2CC(=O)N12
dsgdb9nsd_018455	CCC1C2N1CC2=O
dsgdb9nsd_018456	CCC1C2NC(=O)C12
dsgdb9nsd_018457	CCC1C2OC(=N)C12
dsgdb9nsd_018458	CCC1C2OC(=O)C12
dsgdb9nsd_018459	CCN1C2CC(=O)C12
dsgdb9nsd_018460	COC1C2CC(=O)C12
dsgdb9nsd_018461	COC1C2NC(=O)C12
dsgdb9nsd_018462	COC1C2OC(=N)C12
dsgdb9nsd_018464	OCC1C2CC(=O)C12
dsgdb9nsd_018465	OCC1C2CC(=O)N12
dsgdb9nsd_018466	OCC1C2N1CC2=O
dsgdb9nsd_018467	OCC1C2NC(=O)C12
dsgdb9nsd_018468	OCC1C2OC(=N)C12
dsgdb9nsd_018470	CC1CC2C(CO)C12
dsgdb9nsd_018471	CC1CC2C(CO)N12
dsgdb9nsd_018472	CC1CN2C(CO)C12
dsgdb9nsd_018473	CC1OC2C(CO)C12
dsgdb9nsd_018474	CCC1C2C(O)CN12
dsgdb9nsd_018475	CCC1C2CC(C)C12
dsgdb9nsd_018476	CCC1C2CC(O)C12
dsgdb9nsd_018477	CCC1C2OC(C)C12
dsgdb9nsd_018478	CCN1C2CC(O)C12
dsgdb9nsd_018479	COC1C2CC(C)C12
dsgdb9nsd_018480	COC1C2CC(O)C12
dsgdb9nsd_018481	COC1C2OC(C)C12
dsgdb9nsd_018482	OCC1C2C(O)CN12
dsgdb9nsd_018483	OCC1C2CC(O)C12
dsgdb9nsd_018484	C#CCC1CC2CC12
dsgdb9nsd_018485	C#CCC1CC2OC12
dsgdb9nsd_018486	C#CCC1OC2CC12
dsgdb9nsd_018487	N#CCC1CC2CC12
dsgdb9nsd_018488	N#CCC1CC2CN12
dsgdb9nsd_018489	N#CCC1CC2NC12
dsgdb9nsd_018490	N#CCC1CC2OC12
dsgdb9nsd_018491	N#CCC1CN2CC12
dsgdb9nsd_018492	N#CCC1OC2CC12
dsgdb9nsd_018493	N#CCN1CC2CC12
dsgdb9nsd_018494	N=COC1CC2CC12
dsgdb9nsd_018495	N=COC1CC2NC12
dsgdb9nsd_018496	N=COC1CC2OC12
dsgdb9nsd_018497	N=COC1CN2CC12
dsgdb9nsd_018498	O=CCC1CC2CC12
dsgdb9nsd_018499	O=CCC1CC2CN12
dsgdb9nsd_018500	O=CCC1CC2NC12
dsgdb9nsd_018501	O=CCC1CC2OC12
dsgdb9nsd_018502	O=CCC1CN2CC12
dsgdb9nsd_018503	O=CCC1OC2CC12
dsgdb9nsd_018504	O=CCN1CC2CC12
dsgdb9nsd_018505	O=CNC1CC2CC12
dsgdb9nsd_018506	O=CNC1CC2NC12
dsgdb9nsd_018507	O=CNC1CC2OC12
dsgdb9nsd_018508	O=CNC1CN2CC12
dsgdb9nsd_018509	O=COC1CC2CC12
dsgdb9nsd_018510	O=COC1CC2NC12
dsgdb9nsd_018512	O=COC1CN2CC12
dsgdb9nsd_018513	CC#CC1CC2CC12
dsgdb9nsd_018514	CC#CC1CC2CN12
dsgdb9nsd_018515	CC#CC1CC2NC12
dsgdb9nsd_018516	CC#CC1CC2OC12
dsgdb9nsd_018517	CC#CC1OC2CC12
dsgdb9nsd_018518	CCN=C1OC2CC12
dsgdb9nsd_018519	CCCC1CC2CC12
dsgdb9nsd_018520	CCCC1CC2OC12
dsgdb9nsd_018521	CCCC1OC2CC12
dsgdb9nsd_018522	CCOC1CC2CC12
dsgdb9nsd_018523	CCOC1CC2NC12
dsgdb9nsd_018524	CCOC1CC2OC12
dsgdb9nsd_018525	CCOC1CN2CC12
dsgdb9nsd_018526	COCC1CC2CC12
dsgdb9nsd_018527	COCC1CC2CN12
dsgdb9nsd_018528	COCC1CC2NC12
dsgdb9nsd_018529	COCC1CC2OC12
dsgdb9nsd_018530	COCC1OC2CC12
dsgdb9nsd_018531	OCCC1CC2CC12
dsgdb9nsd_018532	OCCC1CC2CN12
dsgdb9nsd_018533	OCCC1CC2NC12
dsgdb9nsd_018534	OCCC1CC2OC12
dsgdb9nsd_018535	OCCC1CN2CC12
dsgdb9nsd_018536	OCCC1OC2CC12
dsgdb9nsd_018537	N=C1OC2C=CCC12
dsgdb9nsd_018538	O=C1CC2C=CCC12
dsgdb9nsd_018539	O=C1CC2C=CCN12
dsgdb9nsd_018542	O=C1NC2C=CCC12
dsgdb9nsd_018544	N=C1OC2CC=CC12
dsgdb9nsd_018545	O=C1CC2CC=CC12
dsgdb9nsd_018546	O=C1CC2CC=CN12
dsgdb9nsd_018549	O=C1CN2CC=CC12
dsgdb9nsd_018550	O=C1NC2CC=CC12
dsgdb9nsd_018552	N=C1OC2CCCC12
dsgdb9nsd_018553	N=C1OC2CCNC12
dsgdb9nsd_018554	N=C1OC2CCOC12
dsgdb9nsd_018555	N=C1OC2COCC12
dsgdb9nsd_018556	O=C1CC2CCCC12
dsgdb9nsd_018557	O=C1CC2CCCN12
dsgdb9nsd_018558	O=C1CC2CCOC12
dsgdb9nsd_018559	O=C1CC2COCC12
dsgdb9nsd_018560	O=C1CC2OCCC12
dsgdb9nsd_018562	O=C1CN2CCCC12
dsgdb9nsd_018563	O=C1NC2CCCC12
dsgdb9nsd_018564	O=C1NC2CCOC12
dsgdb9nsd_018565	O=C1NC2COCC12
dsgdb9nsd_018566	O=C1OC2CCCC12
dsgdb9nsd_018567	O=C1OC2CCNC12
dsgdb9nsd_018570	CC1CC2=CCCC12
dsgdb9nsd_018571	CC1CC2=CCOC12
dsgdb9nsd_018572	CC1OC2=NCCC12
dsgdb9nsd_018573	OC1CC2=CCCC12
dsgdb9nsd_018574	OC1CC2=CCOC12
dsgdb9nsd_018575	CC1CC2C=CCC12
dsgdb9nsd_018576	CC1CC2N=COC12
dsgdb9nsd_018577	CC1OC2C=CCC12
dsgdb9nsd_018578	OC1CC2C=CCC12
dsgdb9nsd_018579	OC1CC2N=COC12
dsgdb9nsd_018580	CC1CC2CC=CC12
dsgdb9nsd_018581	CC1CC2OC=NC12
dsgdb9nsd_018582	CC1OC2CC=CC12
dsgdb9nsd_018583	OC1CC2CC=CC12
dsgdb9nsd_018584	OC1CC2OC=NC12
dsgdb9nsd_018585	OC1CN2CC=CC12
dsgdb9nsd_018586	CC1CC2CCC=C12
dsgdb9nsd_018587	CC1CC2OCC=C12
dsgdb9nsd_018588	CC1OC2CCC=C12
dsgdb9nsd_018589	OC1CC2CCC=C12
dsgdb9nsd_018590	OC1CC2OCC=C12
dsgdb9nsd_018591	OC1CN2CCN=C12
dsgdb9nsd_018592	CC1CC2CCCC12
dsgdb9nsd_018593	CC1CC2CCOC12
dsgdb9nsd_018594	CC1CC2COCC12
dsgdb9nsd_018595	CC1CC2OCCC12
dsgdb9nsd_018596	CC1CC2OCOC12
dsgdb9nsd_018597	CC1OC2CCCC12
dsgdb9nsd_018598	CC1OC2CCOC12
dsgdb9nsd_018599	CC1OC2COCC12
dsgdb9nsd_018600	CN1CC2OCCC12
dsgdb9nsd_018601	OC1CC2CCCC12
dsgdb9nsd_018602	OC1CC2CCOC12
dsgdb9nsd_018603	OC1CC2COCC12
dsgdb9nsd_018604	OC1CC2OCCC12
dsgdb9nsd_018605	OC1CC2OCOC12
dsgdb9nsd_018606	CC1C2C=CC(=O)C12
dsgdb9nsd_018607	CC1C2C=CC(=O)N12
dsgdb9nsd_018608	CN1C2C=CC(=O)C12
dsgdb9nsd_018610	CC1C2C=CC(C)C12
dsgdb9nsd_018611	CC1C2C=CC(O)C12
dsgdb9nsd_018612	CC1C=CC2C(O)C12
dsgdb9nsd_018613	CN1C2C=CC(O)C12
dsgdb9nsd_018614	OC1C2C=CC(O)C12
dsgdb9nsd_018615	CC1=CCC2C(O)C12
dsgdb9nsd_018616	CC1C2CC=C(C)C12
dsgdb9nsd_018617	CC1C2CCC(=O)C12
dsgdb9nsd_018618	CC1C2CCC(=O)N12
dsgdb9nsd_018619	CC1C2CNC(=O)C12
dsgdb9nsd_018620	CC1C2CNC(=O)N12
dsgdb9nsd_018621	CC1C2COC(=N)C12
dsgdb9nsd_018622	CC1C2COC(=N)N12
dsgdb9nsd_018623	CC1C2COC(=O)C12
dsgdb9nsd_018624	CC1C2COC(=O)N12
dsgdb9nsd_018625	CC1C2N1CCC2=O
dsgdb9nsd_018626	CC1C2OCC(=O)C12
dsgdb9nsd_018627	CN1C2CCC(=O)C12
dsgdb9nsd_018628	CN1C2CNC(=O)C12
dsgdb9nsd_018629	CN1C2COC(=N)C12
dsgdb9nsd_018630	CN1C2COC(=O)C12
dsgdb9nsd_018631	OC1C2CCC(=O)C12
dsgdb9nsd_018632	OC1C2CNC(=O)C12
dsgdb9nsd_018633	OC1C2COC(=N)C12
dsgdb9nsd_018635	OC1C2NCC(=O)C12
dsgdb9nsd_018637	CC1C2C(O)CCN12
dsgdb9nsd_018638	CC1C2CCC(C)C12
dsgdb9nsd_018639	CC1C2CCC(O)C12
dsgdb9nsd_018640	CC1C2COC(C)C12
dsgdb9nsd_018641	CC1C2OCC(C)C12
dsgdb9nsd_018642	CC1C2OCC(O)C12
dsgdb9nsd_018643	CC1CCC2C(O)C12
dsgdb9nsd_018644	CC1COC2C(O)C12
dsgdb9nsd_018645	CC1OCC2C(O)C12
dsgdb9nsd_018646	CC1OCC2C1N2C
dsgdb9nsd_018647	CN1C2CCC(O)C12
dsgdb9nsd_018648	OC1C2CCC(O)C12
dsgdb9nsd_018649	OC1C2OCC(O)C12
dsgdb9nsd_018650	O=C1C=CCC2CC12
dsgdb9nsd_018651	O=C1C=CCC2CN12
dsgdb9nsd_018652	O=C1C=CCC2NC12
dsgdb9nsd_018654	O=C1C=CCN2CC12
dsgdb9nsd_018655	O=C1C=CNC2CC12
dsgdb9nsd_018656	O=C1CC=CC2CC12
dsgdb9nsd_018657	O=C1CC=CC2CN12
dsgdb9nsd_018658	O=C1CC=CC2NC12
dsgdb9nsd_018661	O=C1NC=CC2CC12
dsgdb9nsd_018667	N=C1OCCC2CC12
dsgdb9nsd_018668	N=C1OCCC2NC12
dsgdb9nsd_018669	N=C1OCCC2OC12
dsgdb9nsd_018670	N=C1OCCN2CC12
dsgdb9nsd_018671	N=C1OCOC2CC12
dsgdb9nsd_018672	O=C1CCCC2CC12
dsgdb9nsd_018673	O=C1CCCC2CN12
dsgdb9nsd_018674	O=C1CCCC2NC12
dsgdb9nsd_018675	O=C1CCCC2OC12
dsgdb9nsd_018676	O=C1CCCN2CC12
dsgdb9nsd_018677	O=C1CCOC2CC12
dsgdb9nsd_018678	O=C1CNCC2CC12
dsgdb9nsd_018679	O=C1CNCC2CN12
dsgdb9nsd_018680	O=C1CNCC2NC12
dsgdb9nsd_018681	O=C1CNCC2OC12
dsgdb9nsd_018682	O=C1COCC2CC12
dsgdb9nsd_018683	O=C1COCC2CN12
dsgdb9nsd_018684	O=C1COCC2NC12
dsgdb9nsd_018686	O=C1NCCC2CC12
dsgdb9nsd_018687	O=C1NCCC2CN12
dsgdb9nsd_018688	O=C1NCCC2NC12
dsgdb9nsd_018689	O=C1NCCC2OC12
dsgdb9nsd_018690	O=C1NCCN2CC12
dsgdb9nsd_018691	O=C1OCCC2CC12
dsgdb9nsd_018692	O=C1OCCC2CN12
dsgdb9nsd_018693	O=C1OCCC2NC12
dsgdb9nsd_018695	O=C1OCCN2CC12
dsgdb9nsd_018697	CC1=CCCC2CC12
dsgdb9nsd_018698	CC1=CCCC2NC12
dsgdb9nsd_018699	CC1=CCCC2OC12
dsgdb9nsd_018700	CC1=CCOC2CC12
dsgdb9nsd_018701	CC1C=CCC2CC12
dsgdb9nsd_018702	CC1C=CCC2OC12
dsgdb9nsd_018703	CC1N=COC2CC12
dsgdb9nsd_018704	OC1C=CCC2CC12
dsgdb9nsd_018705	OC1C=CCC2NC12
dsgdb9nsd_018706	OC1C=CCC2OC12
dsgdb9nsd_018707	OC1C=CCN2CC12
dsgdb9nsd_018708	CC1CC=CC2CC12
dsgdb9nsd_018709	CC1CC=CC2NC12
dsgdb9nsd_018710	CC1CC=CC2OC12
dsgdb9nsd_018711	CC1OC=NC2CC12
dsgdb9nsd_018712	OC1CC=CC2CC12
dsgdb9nsd_018713	OC1CC=CC2NC12
dsgdb9nsd_018714	OC1CC=CC2OC12
dsgdb9nsd_018715	CC1CCCC2CC12
dsgdb9nsd_018716	CC1CCCC2OC12
dsgdb9nsd_018717	CC1CCOC2CC12
dsgdb9nsd_018718	CC1COCC2CC12
dsgdb9nsd_018719	CC1COCC2CN12
dsgdb9nsd_018720	CC1COCC2NC12
dsgdb9nsd_018721	CC1COCC2OC12
dsgdb9nsd_018722	CC1OCCC2CC12
dsgdb9nsd_018723	CC1OCCC2NC12
dsgdb9nsd_018724	CC1OCCC2OC12
dsgdb9nsd_018725	CC1OCCN2CC12
dsgdb9nsd_018726	CC1OCOC2CC12
dsgdb9nsd_018727	CN1CCOC2CC12
dsgdb9nsd_018728	OC1CCCC2CC12
dsgdb9nsd_018729	OC1CCCC2NC12
dsgdb9nsd_018730	OC1CCCC2OC12
dsgdb9nsd_018731	OC1CCCN2CC12
dsgdb9nsd_018732	OC1CCOC2CC12
dsgdb9nsd_018733	OC1COCC2CC12
dsgdb9nsd_018734	OC1COCC2NC12
dsgdb9nsd_018735	OC1COCC2OC12
dsgdb9nsd_018736	CC1CC2CC(=O)C12
dsgdb9nsd_018737	CC1CC2CC(=O)N12
dsgdb9nsd_018738	CC1CC2NC(=O)C12
dsgdb9nsd_018739	CC1CC2OC(=N)C12
dsgdb9nsd_018740	CC1CC2OC(=O)C12
dsgdb9nsd_018741	CC1CN2CC(=O)C12
dsgdb9nsd_018742	CC1OC2CC(=O)C12
dsgdb9nsd_018743	CN1CC2CC(=O)C12
dsgdb9nsd_018744	CN1CC2NC(=O)C12
dsgdb9nsd_018745	CN1CC2OC(=N)C12
dsgdb9nsd_018746	CN1CC2OC(=O)C12
dsgdb9nsd_018747	OC1CC2CC(=O)C12
dsgdb9nsd_018748	OC1CC2NC(=O)C12
dsgdb9nsd_018749	OC1CC2OC(=N)C12
dsgdb9nsd_018751	OC1CN2CC(=O)C12
dsgdb9nsd_018752	CC1CC2CC(C)C12
dsgdb9nsd_018753	CC1CC2CC(O)C12
dsgdb9nsd_018754	CC1CC2OC(C)C12
dsgdb9nsd_018755	CC1CN2CC(O)C12
dsgdb9nsd_018756	CC1OC2CC(O)C12
dsgdb9nsd_018757	CC1OC2CN(C)C12
dsgdb9nsd_018758	OC1CC2CC(O)C12
dsgdb9nsd_018759	OC1CN2CC(O)C12
dsgdb9nsd_018760	C1CC23CCC2CC13
dsgdb9nsd_018761	C1CC23CCC2OC13
dsgdb9nsd_018762	C1CC23COC2CC13
dsgdb9nsd_018763	C1CC23COC2CN13
dsgdb9nsd_018764	C1CC23OCC2CC13
dsgdb9nsd_018765	C1CC23OCC2NC13
dsgdb9nsd_018766	C1CC23OCC2OC13
dsgdb9nsd_018767	C1OC23COC2CC13
dsgdb9nsd_018768	O1CC23COC2CC13
dsgdb9nsd_018769	CC12C3C1C1C3CC21
dsgdb9nsd_018770	CC12C3C1C1C3CN21
dsgdb9nsd_018771	CC12C3C1C1C3OC21
dsgdb9nsd_018772	CC12C3C1N1C3CC21
dsgdb9nsd_018773	CC12C3C1N1CC2C31
dsgdb9nsd_018774	CC12C3C4C(CC14)N23
dsgdb9nsd_018775	CC12C3C4CC1C4N23
dsgdb9nsd_018776	CC12C3C4OC1C4N23
dsgdb9nsd_018777	OC12C3C1C1C3CC21
dsgdb9nsd_018779	OC12C3C1N1C3CC21
dsgdb9nsd_018780	OC12C3C1N1CC2C31
dsgdb9nsd_018782	O=C1C2CC3CC1C23
dsgdb9nsd_018783	O=C1C2CC3CC1N23
dsgdb9nsd_018784	O=C1C2CC3CN1C23
dsgdb9nsd_018786	O=C1C2CN3CC1C23
dsgdb9nsd_018789	CC1C2CC3CC1C23
dsgdb9nsd_018790	CC1C2CC3CC1N23
dsgdb9nsd_018791	CC1C2CC3OC1C23
dsgdb9nsd_018792	CC1C2OC3CN1C23
dsgdb9nsd_018793	CN1C2CN3CC1C23
dsgdb9nsd_018794	OC1C2CC3CC1C23
dsgdb9nsd_018795	OC1C2CC3CC1N23
dsgdb9nsd_018796	OC1C2CC3OC1C23
dsgdb9nsd_018797	OC1C2CN3CC1C23
dsgdb9nsd_018798	C1C2C=CC3CC2C13
dsgdb9nsd_018799	C1C2C=CC3CN2C13
dsgdb9nsd_018800	C1C2C=CC3OC2C13
dsgdb9nsd_018801	N1C2C=CC3NC2C13
dsgdb9nsd_018802	N1C2C=CC3OC2C13
dsgdb9nsd_018804	C1C2C3CN2CCN13
dsgdb9nsd_018805	C1C2CCC3CC2C13
dsgdb9nsd_018806	C1C2CCC3OC2C13
dsgdb9nsd_018807	C1C2COC3CC2C13
dsgdb9nsd_018808	C1C2COC3CN2C13
dsgdb9nsd_018809	C1C2OCC3OC2C13
dsgdb9nsd_018810	C1CC2OC3C1OC23
dsgdb9nsd_018811	N=C1OC2C3CC1C23
dsgdb9nsd_018814	O=C1CC2C3C1CN23
dsgdb9nsd_018815	O=C1CC2C3CC1C23
dsgdb9nsd_018816	O=C1CC2C3CC1N23
dsgdb9nsd_018817	O=C1CC2C3CN1C23
dsgdb9nsd_018819	O=C1CN2C3CC1C23
dsgdb9nsd_018820	O=C1NC2C3CC1C23
dsgdb9nsd_018827	CC1=C2CC3C(C1)C23
dsgdb9nsd_018828	CC1=C2CN3C(C1)C23
dsgdb9nsd_018829	CC1=CC2C3CC1C23
dsgdb9nsd_018830	CC1=CC2C3OC1C23
dsgdb9nsd_018832	CC1CC2C3CC1C23
dsgdb9nsd_018833	CC1CC2C3OC1C23
dsgdb9nsd_018834	CC1OC2C3CC1C23
dsgdb9nsd_018835	CC1OC2C3OC1C23
dsgdb9nsd_018836	OC1CC2C3C1CN23
dsgdb9nsd_018837	OC1CC2C3CC1C23
dsgdb9nsd_018838	OC1CC2C3CC1N23
dsgdb9nsd_018839	OC1CC2C3OC1C23
dsgdb9nsd_018840	OC1CN2C3CC1C23
dsgdb9nsd_018849	O=C1C2C3C1CCN23
dsgdb9nsd_018850	O=C1C2C3CCC1C23
dsgdb9nsd_018851	O=C1C2C3CCC1N23
dsgdb9nsd_018852	O=C1C2C3CCN1C23
dsgdb9nsd_018855	O=C1C2CCC3C2N13
dsgdb9nsd_018857	CC1C2C3C=CC1C23
dsgdb9nsd_018858	CC1C2C3C=CC1N23
dsgdb9nsd_018859	CN1C2C3C=CC1C23
dsgdb9nsd_018860	NC1C2C3C1N=CN23
dsgdb9nsd_018862	OC1C2C3C=CC1C23
dsgdb9nsd_018863	OC1C2C3C=CC1N23
dsgdb9nsd_018864	CC1C2C3CC=C1C23
dsgdb9nsd_018865	CC1N2C3CC=C1C23
dsgdb9nsd_018866	OC1C2C3CC=C1C23
dsgdb9nsd_018868	OC1C2C3N2CC=C13
dsgdb9nsd_018869	CC1C2C3CCC1C23
dsgdb9nsd_018870	CC1C2C3COC1C23
dsgdb9nsd_018871	CC1C2C3OCC1C23
dsgdb9nsd_018872	CC1C2OCC3C2N13
dsgdb9nsd_018873	CN1C2C3OCC1C23
dsgdb9nsd_018874	OC1C2C3C1CCN23
dsgdb9nsd_018875	OC1C2C3CCC1C23
dsgdb9nsd_018876	OC1C2C3CCC1N23
dsgdb9nsd_018877	OC1C2C3COC1C23
dsgdb9nsd_018878	OC1C2C3OCC1C23
dsgdb9nsd_018879	C1C2CC3CC1C2C3
dsgdb9nsd_018880	C1C2CC3CC1C2O3
dsgdb9nsd_018881	C1C2CC3CC2C1O3
dsgdb9nsd_018882	C1C2CC3OC1C2O3
dsgdb9nsd_018883	C1C2OC3CC1CC23
dsgdb9nsd_018884	C1C2OC3CC1OC23
dsgdb9nsd_018885	C1C2OC3CC2C1O3
dsgdb9nsd_018886	C1C2OC3CC2N1C3
dsgdb9nsd_018887	C1C2OC3CN1CC23
dsgdb9nsd_018888	CC12CC3C4C1C2N34
dsgdb9nsd_018889	CC12CC3C4C3C1C24
dsgdb9nsd_018890	CC12CC3C4C3N1C24
dsgdb9nsd_018891	CC12CN3C4C3C1C24
dsgdb9nsd_018892	CC12OC3C4C3C1C24
dsgdb9nsd_018893	OC12CC3C4C1C2N34
dsgdb9nsd_018894	OC12CC3C4C3C1C24
dsgdb9nsd_018895	OC12CN3C4C3C1C24
dsgdb9nsd_018896	CC12C3C1C1C3C21C
dsgdb9nsd_018897	CC12C3C1C1C3C21O
dsgdb9nsd_018898	CC12C3C1N1C3C21C
dsgdb9nsd_018899	CC12C3C4C(N13)C24O
dsgdb9nsd_018901	CC12C3C4C1CC2N34
dsgdb9nsd_018902	CC12C3C4C3C1CC24
dsgdb9nsd_018903	CC12C3C4C3C1OC24
dsgdb9nsd_018904	CC12C3C4C3N1CC24
dsgdb9nsd_018905	CC12C3CC1C1C3N21
